Record_ID,H2,Methane,Ethane,Ethylene,Acetylene,CO,CO2,BDV,Moisture_PPM,WTI_HV,WTI_LV,OTI,Loading_pct,Ambient_Temp,Age_Years,IR_HV_E_1min,IR_LV_E_1min,IR_TV_E_1min,IR_HV_E_10min,IR_LV_E_10min,IR_TV_E_10min,PI_HV,PI_LV,PI_TV,Winding_HV_TanDelta_pct,Winding_LV_TanDelta_pct,Winding_TV_TanDelta_pct,Winding_HV_CapChange_pct,Winding_LV_CapChange_pct,Winding_TV_CapChange_pct,Bushing_HV_R_TanDelta_pct,Bushing_HV_Y_TanDelta_pct,Bushing_HV_B_TanDelta_pct,Bushing_HV_R_CapChange_pct,Bushing_HV_Y_CapChange_pct,Bushing_HV_B_CapChange_pct,Bushing_LV_R_TanDelta_pct,Bushing_LV_Y_TanDelta_pct,Bushing_LV_B_TanDelta_pct,Bushing_LV_R_CapChange_pct,Bushing_LV_Y_CapChange_pct,Bushing_LV_B_CapChange_pct,Bushing_TV_R_TanDelta_pct,Bushing_TV_Y_TanDelta_pct,Bushing_TV_B_TanDelta_pct,Bushing_TV_R_CapChange_pct,Bushing_TV_Y_CapChange_pct,Bushing_TV_B_CapChange_pct,Scenario_Generator,IR_Min_1min,IR_Min_10min,PI_Min,Max_Winding_TanDelta_pct,Max_Winding_CapChange_abs_pct,Max_Bushing_TanDelta_pct,Max_Bushing_CapChange_abs_pct,DGA_Subscore,Oil_Subscore,Thermal_Subscore,Age_Subscore,IR_PI_Subscore,Winding_TD_Cap_Subscore,Bushing_TD_Cap_Subscore,HI_PreCap,HI,Condition,Binary_HI,Anomaly_Flag,Anomaly_Type,Hard_Cap_Flag,Hard_Cap_Reason,Dominant_Risk_Parameter,WTI,HI_training_target,label_rule_any_gas_critical,H2_rule_score,Methane_rule_score,Ethane_rule_score,Ethylene_rule_score,Acetylene_rule_score,CO_rule_score,CO2_rule_score,BDV_score,OTI_score,WTI_score,BDV_below_40_flag,OTI_above_90_flag,WTI_above_95_flag,WTI_OTI_delta,thermal_stress_loss,oil_dielectric_loss,operating_score_min,operating_score_avg,H2_condition_from_threshold_table,H2_reason_from_threshold_table,Methane_condition_from_threshold_table,Methane_reason_from_threshold_table,Ethane_condition_from_threshold_table,Ethane_reason_from_threshold_table,Ethylene_condition_from_threshold_table,Ethylene_reason_from_threshold_table,Acetylene_condition_from_threshold_table,Acetylene_reason_from_threshold_table,CO_condition_from_threshold_table,CO_reason_from_threshold_table,CO2_condition_from_threshold_table,CO2_reason_from_threshold_table,gas_rule_avg,gas_rule_min,gas_critical_count,gas_poor_or_worse_count,label_rule_acceptable,label_rule_deteriorated,binary_hi_rule,Label_Rule_Derived,H2_healthy_max,H2_moderate_max,H2_poor_max,H2_critical_over,H2_critical_ratio,H2_critical_excess,H2_critical_flag,Methane_healthy_max,Methane_moderate_max,Methane_poor_max,Methane_critical_over,Methane_critical_ratio,Methane_critical_excess,Methane_critical_flag,Ethane_healthy_max,Ethane_moderate_max,Ethane_poor_max,Ethane_critical_over,Ethane_critical_ratio,Ethane_critical_excess,Ethane_critical_flag,Ethylene_healthy_max,Ethylene_moderate_max,Ethylene_poor_max,Ethylene_critical_over,Ethylene_critical_ratio,Ethylene_critical_excess,Ethylene_critical_flag,Acetylene_healthy_max,Acetylene_moderate_max,Acetylene_poor_max,Acetylene_critical_over,Acetylene_critical_ratio,Acetylene_critical_excess,Acetylene_critical_flag,CO_healthy_max,CO_moderate_max,CO_poor_max,CO_critical_over,CO_critical_ratio,CO_critical_excess,CO_critical_flag,CO2_healthy_max,CO2_moderate_max,CO2_poor_max,CO2_critical_over,CO2_critical_ratio,CO2_critical_excess,CO2_critical_flag,DGA_threshold_table_used_for_training,DGA_threshold_table_version,HI_Final_relation_used_for_training,HI_Final_relation
485,116.4,161.1,66.2,58.3,1.0,397.2,2500.0,56.8,23.5,80.3,82.5,72.8,88.9,36.6,11.3,10000.0,9468.5,10000.0,19007.4,18282.1,19666.2,1.90074,1.9308338173945185,1.96662,0.5,0.546,0.559,2.06,3.41,-2.29,0.68,0.524,0.5,5.6,2.45,2.0,0.519,0.569,0.522,2.0,-2.16,2.0,0.5,0.536,0.527,2.57,-2.0,2.0,Fair_Bushing_TD_Cap,9468.5,18282.1,1.901,0.559,3.41,0.68,5.6,0.9614,0.8969,0.7793,0.9802,1.0,0.8608,0.8277,0.9044,0.9044,Good,1,0,No_Anomaly,0,,Moisture_PPM,82.5,90.44,0.0,0.75,0.75,0.75,0.75,1.0,0.75,1.0,96.8,100.0,93.75,0.0,0.0,0.0,9.700000000000003,6.25,3.200000000000003,93.75,96.85000000000001,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Moderate,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Moderate,Ethylene high: High-temperature oil overheating / severe thermal fault.,Healthy,,Moderate,CO high: Cellulose/paper insulation overheating or degradation.,Healthy,,0.8214285714285714,0.75,0.0,0.0,1.0,0.0,1.0,Acceptable,100,700,1800,1800,0.06466666666666666,0.0,0.0,120,400,1000,1000,0.1611,0.0,0.0,65,100,150,150,0.44133333333333336,0.0,0.0,50,100,200,200,0.2915,0.0,0.0,1,9,35,35,0.02857142857142857,0.0,0.0,350,570,1400,1400,0.2837142857142857,0.0,0.0,2500,4000,10000,10000,0.25,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
486,138.1,180.1,67.1,61.0,4.4,406.3,3129.7,59.2,21.5,76.4,77.8,71.0,80.0,35.3,13.0,8159.4,8798.0,9392.1,15608.1,16813.1,18133.6,1.9128980072064123,1.9110138667879062,1.9307290169397684,0.527,0.535,0.525,2.01,-2.54,2.6,0.548,0.529,0.574,2.84,2.4,2.47,0.526,0.583,0.515,-2.0,2.53,2.59,0.573,0.507,0.52,-2.0,-2.15,2.42,Good_Mixed,8159.4,15608.1,1.911,0.535,2.6,0.583,2.84,0.8334,0.9406,0.926,0.9438,1.0,0.8699,0.8074,0.8881,0.8881,Good,1,0,No_Anomaly,0,,C2H2,77.8,88.81,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,99.2,100.0,100.0,0.0,0.0,0.0,6.799999999999997,0.0,0.7999999999999972,99.2,99.73333333333333,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Moderate,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Moderate,Ethylene high: High-temperature oil overheating / severe thermal fault.,Moderate,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Moderate,CO high: Cellulose/paper insulation overheating or degradation.,Moderate,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.75,0.75,0.0,0.0,1.0,0.0,1.0,Acceptable,100,700,1800,1800,0.07672222222222222,0.0,0.0,120,400,1000,1000,0.18009999999999998,0.0,0.0,65,100,150,150,0.4473333333333333,0.0,0.0,50,100,200,200,0.305,0.0,0.0,1,9,35,35,0.12571428571428572,0.0,0.0,350,570,1400,1400,0.2902142857142857,0.0,0.0,2500,4000,10000,10000,0.31296999999999997,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
487,524.6,340.6,90.5,94.5,9.6,683.2,4386.3,51.9,31.5,86.4,89.7,78.9,89.7,39.8,20.4,7479.8,8190.3,8133.4,12811.4,14532.5,14756.2,1.7127998074814834,1.7743550297302906,1.8142720141638184,0.647,0.641,0.65,4.31,4.18,-4.2,0.66,0.659,0.593,3.55,4.63,4.77,0.627,0.551,0.618,3.79,3.65,3.4,0.676,0.628,0.602,4.12,4.97,4.06,Fair_Mixed,7479.8,12811.4,1.713,0.65,4.31,0.676,4.97,0.61,0.7766,0.6121,0.734,1.0,0.5873,0.5767,0.6896,0.6896,Fair,1,0,No_Anomaly,0,,C2H2,89.7,68.96,0.0,0.75,0.75,0.75,0.75,0.5,0.5,0.5,91.9,92.19999999999999,75.75,0.0,0.0,0.0,10.799999999999997,24.25,8.099999999999994,75.75,86.61666666666667,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Moderate,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Moderate,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.6428571428571429,0.5,0.0,3.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.29144444444444445,0.0,0.0,120,400,1000,1000,0.3406,0.0,0.0,65,100,150,150,0.6033333333333334,0.0,0.0,50,100,200,200,0.4725,0.0,0.0,1,9,35,35,0.2742857142857143,0.0,0.0,350,570,1400,1400,0.48800000000000004,0.0,0.0,2500,4000,10000,10000,0.43863,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
488,1623.3,854.4,132.8,189.0,30.9,1229.0,8195.2,33.4,44.7,104.1,103.3,94.1,115.6,44.2,31.3,1928.7,2408.3,824.7,2247.5,2790.5,1200.0,1.1652926841914242,1.1587011584935432,1.4550745725718441,0.97,0.952,0.967,8.95,-9.66,-9.47,0.707,0.84,0.835,6.22,7.07,-8.09,0.687,0.891,0.826,6.8,4.76,5.19,0.761,0.874,0.734,7.89,5.23,-8.57,Very Poor_Mixed,824.7,1200.0,1.159,0.97,9.66,0.891,8.57,0.1122,0.6328,0.1677,0.3483,1.0,0.056,0.2872,0.3577,0.3577,Very Poor,0,1,Winding_TD_Cap,0,,C2H2,104.1,35.77,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,10.0,100.0,100.0,0.0,0.0,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.9018333333333333,0.0,0.0,120,400,1000,1000,0.8543999999999999,0.0,0.0,65,100,150,150,0.8853333333333334,0.0,0.0,50,100,200,200,0.945,0.0,0.0,1,9,35,35,0.8828571428571428,0.0,0.0,350,570,1400,1400,0.8778571428571429,0.0,0.0,2500,4000,10000,10000,0.81952,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
489,1547.2,857.7,138.5,175.3,28.2,1284.9,7870.6,35.4,46.8,105.9,107.3,97.6,116.9,43.6,33.1,690.0,1188.1,1197.3,1200.0,1322.8,1275.2,1.7391304347826086,1.1133742950930057,1.0650630585484007,0.981,0.989,0.978,9.45,9.84,-9.84,0.863,0.875,0.723,6.62,6.67,5.99,0.754,0.801,0.752,-8.09,7.3,7.49,0.844,0.887,0.885,8.43,8.76,-8.34,Very Poor_Mixed,690.0,1200.0,1.065,0.989,9.84,0.887,8.76,0.1348,0.6128,0.114,0.2787,1.0,0.0256,0.232,0.3379,0.3379,Very Poor,0,1,Winding_TD_Cap,0,,C2H2,107.3,33.79,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,9.700000000000003,100.0,100.0,0.0,0.0,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.8595555555555556,0.0,0.0,120,400,1000,1000,0.8577,0.0,0.0,65,100,150,150,0.9233333333333333,0.0,0.0,50,100,200,200,0.8765000000000001,0.0,0.0,1,9,35,35,0.8057142857142857,0.0,0.0,350,570,1400,1400,0.9177857142857143,0.0,0.0,2500,4000,10000,10000,0.78706,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
490,180.3,175.6,67.6,53.6,2.4,357.9,2836.2,56.3,24.9,79.0,80.4,71.7,82.6,36.7,14.9,9956.0,9531.1,8995.2,19744.2,18454.0,16033.0,1.9831458417034955,1.9361878482022012,1.7823950551405192,0.765,0.767,0.804,-6.03,6.85,6.33,0.585,0.536,0.589,3.05,3.06,3.85,0.5,0.613,0.605,-2.26,-3.23,3.33,0.616,0.564,0.536,-2.15,3.18,2.69,Poor_Winding_TD_Cap,8995.2,16033.0,1.782,0.804,6.85,0.616,3.85,0.8913,0.8717,0.8489,0.8962,1.0,0.3436,0.7224,0.7952,0.7952,Fair,1,1,Winding_TD_Cap,0,,C2H2,80.4,79.52,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,96.3,100.0,98.99999999999999,0.0,0.0,0.0,8.700000000000003,1.0000000000000142,3.700000000000003,96.3,98.43333333333332,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Moderate,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Moderate,Ethylene high: High-temperature oil overheating / severe thermal fault.,Moderate,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Moderate,CO high: Cellulose/paper insulation overheating or degradation.,Moderate,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.75,0.75,0.0,0.0,1.0,0.0,1.0,Acceptable,100,700,1800,1800,0.10016666666666667,0.0,0.0,120,400,1000,1000,0.1756,0.0,0.0,65,100,150,150,0.4506666666666666,0.0,0.0,50,100,200,200,0.268,0.0,0.0,1,9,35,35,0.06857142857142857,0.0,0.0,350,570,1400,1400,0.2556428571428571,0.0,0.0,2500,4000,10000,10000,0.28362,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
491,565.6,352.1,87.1,161.1,1.1,602.5,3972.4,17.0,24.1,109.3,109.3,98.1,119.2,45.2,15.8,7319.9,7990.0,8081.4,12163.1,13878.8,13988.4,1.6616483831746336,1.7370212765957447,1.7309377088128295,0.595,0.535,0.613,-3.13,3.04,-4.28,0.632,0.622,0.517,3.79,3.86,4.43,0.645,0.651,0.663,4.37,-4.57,-4.0,0.615,0.648,0.639,3.93,4.54,3.35,Critical_Thermal,7319.9,12163.1,1.662,0.613,4.28,0.663,4.57,0.7079,0.3024,0.0588,0.8718,1.0,0.7148,0.5778,0.6268,0.0,Critical,0,1,Hard_Capped_Critical,1,BDV<=30 kV: critical oil dielectric strength,BDV,109.3,0.0,0.0,0.75,0.75,0.75,0.5,0.75,0.5,0.75,0.0,0.0,0.0,1.0,1.0,1.0,11.200000000000003,100.0,100.0,0.0,0.0,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Moderate,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Moderate,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Moderate,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.6785714285714286,0.5,0.0,2.0,1.0,0.0,1.0,Acceptable,100,700,1800,1800,0.31422222222222224,0.0,0.0,120,400,1000,1000,0.3521,0.0,0.0,65,100,150,150,0.5806666666666667,0.0,0.0,50,100,200,200,0.8055,0.0,0.0,1,9,35,35,0.03142857142857143,0.0,0.0,350,570,1400,1400,0.4303571428571429,0.0,0.0,2500,4000,10000,10000,0.39724,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
492,488.5,235.9,82.9,74.8,7.9,510.4,3738.9,54.9,28.4,83.3,84.0,74.2,89.8,37.6,17.7,7193.4,7718.3,7765.2,12179.1,13714.7,13770.3,1.6930936691967637,1.776906831815296,1.773334878689538,0.562,0.617,0.587,2.7,4.11,3.94,0.557,0.564,0.537,2.55,3.25,3.09,0.58,0.562,0.633,-2.33,-3.07,2.76,0.525,0.589,0.576,3.39,-3.48,3.5,Fair_Mixed,7193.4,12179.1,1.693,0.617,4.11,0.633,3.5,0.6997,0.8178,0.7221,0.8173,1.0,0.6959,0.7113,0.7716,0.7716,Fair,1,0,No_Anomaly,0,,C2H2,84.0,77.16,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,94.9,100.0,90.0,0.0,0.0,0.0,9.799999999999997,10.0,5.099999999999994,90.0,94.96666666666665,Moderate,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Moderate,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Moderate,Ethylene high: High-temperature oil overheating / severe thermal fault.,Moderate,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Moderate,CO high: Cellulose/paper insulation overheating or degradation.,Moderate,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.75,0.75,0.0,0.0,1.0,0.0,1.0,Acceptable,100,700,1800,1800,0.2713888888888889,0.0,0.0,120,400,1000,1000,0.2359,0.0,0.0,65,100,150,150,0.5526666666666668,0.0,0.0,50,100,200,200,0.374,0.0,0.0,1,9,35,35,0.22571428571428573,0.0,0.0,350,570,1400,1400,0.36457142857142855,0.0,0.0,2500,4000,10000,10000,0.37389,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
493,703.8,453.2,89.4,112.6,15.8,813.2,5714.1,59.7,20.8,80.3,77.1,72.2,84.8,36.6,12.7,9307.4,9704.1,9600.0,17999.4,17996.0,19146.0,1.9338805681500744,1.8544738821735143,1.994375,0.547,0.536,0.538,-2.29,2.41,2.43,0.546,0.505,0.547,2.1,2.92,2.0,0.56,0.569,0.5,2.44,3.02,2.27,0.577,0.602,0.5,2.19,-2.89,-2.76,Fair_DGA,9307.4,17996.0,1.854,0.547,2.43,0.602,3.02,0.4865,0.9605,0.8535,0.9507,1.0,0.8474,0.8097,0.7942,0.7942,Fair,1,1,DGA,0,,C2H2,80.3,79.42,0.0,0.5,0.5,0.75,0.5,0.5,0.5,0.5,99.7,100.0,99.25,0.0,0.0,0.0,8.099999999999994,0.75,0.29999999999999716,99.25,99.64999999999999,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Moderate,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5357142857142857,0.5,0.0,6.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.39099999999999996,0.0,0.0,120,400,1000,1000,0.4532,0.0,0.0,65,100,150,150,0.5960000000000001,0.0,0.0,50,100,200,200,0.563,0.0,0.0,1,9,35,35,0.45142857142857146,0.0,0.0,350,570,1400,1400,0.5808571428571428,0.0,0.0,2500,4000,10000,10000,0.5714100000000001,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
494,950.3,585.7,113.3,141.8,23.0,931.2,5782.8,56.7,22.0,77.4,79.7,71.0,83.1,36.6,14.0,9305.9,7982.7,9720.7,18455.6,13868.0,18987.9,1.9832149496555949,1.737256817868641,1.9533469811844826,0.605,0.641,0.547,3.45,3.35,3.41,0.532,0.583,0.509,2.96,2.8,2.03,0.5,0.509,0.529,2.49,3.48,2.64,0.506,0.556,0.546,3.54,2.2,3.26,Poor_DGA,7982.7,13868.0,1.737,0.641,3.45,0.583,3.54,0.3491,0.9283,0.8756,0.9194,1.0,0.6975,0.8228,0.738,0.738,Fair,1,1,DGA,0,,C2H2,79.7,73.8,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,96.7,100.0,100.0,0.0,0.0,0.0,8.700000000000003,0.0,3.299999999999997,96.7,98.89999999999999,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.5279444444444444,0.0,0.0,120,400,1000,1000,0.5857,0.0,0.0,65,100,150,150,0.7553333333333333,0.0,0.0,50,100,200,200,0.7090000000000001,0.0,0.0,1,9,35,35,0.6571428571428571,0.0,0.0,350,570,1400,1400,0.6651428571428571,0.0,0.0,2500,4000,10000,10000,0.57828,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
495,1619.9,927.8,141.2,192.0,31.9,1249.0,7874.2,34.4,49.1,106.2,102.9,94.8,115.3,44.0,32.8,1016.5,1546.9,912.8,1200.0,1651.1,1200.0,1.1805213969503197,1.067360527506626,1.3146362839614374,0.941,0.958,0.99,-8.92,-9.59,9.81,0.952,0.835,0.847,6.51,7.67,-6.22,0.802,0.742,0.767,-8.64,7.58,-7.57,0.785,0.921,0.988,7.22,7.76,-8.5,Very Poor_Mixed,912.8,1200.0,1.067,0.99,9.81,0.988,8.64,0.0929,0.5915,0.1573,0.2904,1.0,0.0521,0.207,0.329,0.329,Very Poor,0,1,Winding_TD_Cap,0,,C2H2,106.2,32.9,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,11.400000000000006,100.0,100.0,0.0,0.0,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.8999444444444445,0.0,0.0,120,400,1000,1000,0.9278,0.0,0.0,65,100,150,150,0.9413333333333332,0.0,0.0,50,100,200,200,0.96,0.0,0.0,1,9,35,35,0.9114285714285714,0.0,0.0,350,570,1400,1400,0.8921428571428571,0.0,0.0,2500,4000,10000,10000,0.78742,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
496,1164.0,718.4,120.5,148.9,23.9,941.4,6588.5,56.0,25.7,81.7,78.1,75.3,86.0,37.1,13.6,8558.0,8195.0,9139.6,16432.1,14687.9,17851.8,1.9200864688011217,1.792300183038438,1.953236465490831,0.563,0.579,0.578,2.37,2.43,-2.59,0.58,0.512,0.5,2.59,2.86,-2.37,0.527,0.549,0.51,2.6,-2.05,2.79,0.533,0.545,0.558,-2.41,2.07,2.15,Poor_DGA,8195.0,14687.9,1.792,0.579,2.59,0.58,2.86,0.2913,0.8584,0.7976,0.9294,1.0,0.7898,0.8255,0.7212,0.7212,Fair,1,1,DGA,0,,C2H2,81.7,72.11999999999999,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,96.0,99.4,95.75,0.0,0.0,0.0,6.400000000000006,4.25,4.0,95.75,97.05,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.6466666666666666,0.0,0.0,120,400,1000,1000,0.7183999999999999,0.0,0.0,65,100,150,150,0.8033333333333333,0.0,0.0,50,100,200,200,0.7445,0.0,0.0,1,9,35,35,0.6828571428571428,0.0,0.0,350,570,1400,1400,0.6724285714285714,0.0,0.0,2500,4000,10000,10000,0.65885,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
497,839.6,666.8,107.5,119.8,18.4,919.6,5426.2,46.6,32.8,90.1,93.4,83.6,100.7,40.4,24.6,5058.6,5199.6,4564.0,7667.8,8212.1,6949.8,1.5157948839599888,1.579371490114624,1.522743207712533,0.726,0.724,0.714,5.73,5.4,5.34,0.621,0.692,0.696,4.47,4.17,4.48,0.725,0.661,0.769,5.46,4.11,5.6,0.68,0.782,0.672,3.97,4.51,5.26,Poor_Mixed,4564.0,6949.8,1.516,0.726,5.73,0.782,5.6,0.4052,0.7605,0.4735,0.5935,1.0,0.4421,0.4562,0.5736,0.5736,Poor,0,1,DGA,0,,C2H2,93.4,57.36,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,83.2,82.80000000000001,57.99999999999997,0.0,0.0,0.0,9.800000000000011,42.00000000000003,16.799999999999997,57.99999999999997,74.66666666666667,Poor,Hydrogen high: Partial discharge/corona or general electrical stress in oil.,Poor,Methane high: Low-temperature oil overheating / low-energy thermal fault.,Poor,Ethane high: Oil decomposition due to low-to-medium temperature thermal fault.,Poor,Ethylene high: High-temperature oil overheating / severe thermal fault.,Poor,Acetylene high: Arcing or high-energy electrical discharge; needs urgent attention if rising.,Poor,CO high: Cellulose/paper insulation overheating or degradation.,Poor,CO2 high: Paper insulation aging/thermal stress; compare with CO and trend.,0.5,0.5,0.0,7.0,0.0,1.0,0.0,Deteriorated,100,700,1800,1800,0.46644444444444444,0.0,0.0,120,400,1000,1000,0.6668,0.0,0.0,65,100,150,150,0.7166666666666667,0.0,0.0,50,100,200,200,0.599,0.0,0.0,1,9,35,35,0.5257142857142857,0.0,0.0,350,570,1400,1400,0.6568571428571429,0.0,0.0,2500,4000,10000,10000,0.54262,0.0,0.0,1,Healthy/Moderate/Poor/Critical score table,1,Final HI target comes from the weighted/capped 48-input research dataset.
